央视,#genre#
CCTV5 1080P,http://175.154.151.98:808/hls/5/index.m3u8$源:ffb8
CCTV5+ 1080P,http://120.224.84.170:8085/hls/5/index.m3u8$源:91dc
CCTV5+ 1080P,http://175.154.151.98:808/hls/6/index.m3u8$源:edff
CCTV6 720P,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/cctv6hd265/54/20200407/01.m3u8?msisdn=c51d5bdf7da3f733f5f7fec9903f7fae&mdspid=&spid=699004&netType=4&sid=5500212872&pid=2028597139&timestamp=20260305115238&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=624878396&ParentNodeID=-99&assertID=5500212872&client_ip=116.140.216.60&SecurityKey=20260305115238&promotionId=&mvid=5100001694&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=42201b7cf9edc17e8d04988098b1cbee&sv=10004&ct=android&playUrlSsn=c51d5bdf7da3f733f5f7fec9903f7fae1772682757142&prlId=c51d5bdf7da3f733f5f7fec9903f7fae1772682757146&jid=c51d5bdf7da3f733f5f7fec9903f7fae1772682756863V&is_advertise=0&sjid=subsession_1772682865370&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=b982c66f73d8ce7985bbdbf8850f1191$源:1a91
CCTV6 1080P,http://175.154.151.98:808/hls/7/index.m3u8$源:19e1
CCTV7 720P,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv7hd/51/01.m3u8?msisdn=c51d5bdf7da3f733f5f7fec9903f7fae&mdspid=&spid=699004&netType=4&sid=5501083622&pid=2028597139&timestamp=20260305115007&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=673168121&ParentNodeID=-99&assertID=5501083622&client_ip=116.140.216.63&SecurityKey=20260305115007&promotionId=&mvid=5102910278&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=614ad43ec94c25ea27ec32b32455857e&sv=10004&ct=android&playUrlSsn=c51d5bdf7da3f733f5f7fec9903f7fae1772682605600&prlId=c51d5bdf7da3f733f5f7fec9903f7fae1772682605601&jid=c51d5bdf7da3f733f5f7fec9903f7fae1772682605314V&is_advertise=0&sjid=subsession_1772682712833&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=b3fd920b09a86449bfa7a2d479e88c94$源:9456
CCTV7 1080P,http://175.154.151.98:808/hls/8/index.m3u8$源:6911
CCTV8 720P,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/cctv8hd265/54/20200407/01.m3u8?msisdn=c51d5bdf7da3f733f5f7fec9903f7fae&mdspid=&spid=699004&netType=4&sid=5500212868&pid=2028597139&timestamp=20260305114929&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=624878356&ParentNodeID=-99&assertID=5500212868&client_ip=116.140.217.165&SecurityKey=20260305114929&promotionId=&mvid=5100001695&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=9b8c67c95f03e9ba9e7092ae66d1371c&sv=10004&ct=android&playUrlSsn=c51d5bdf7da3f733f5f7fec9903f7fae1772682567515&prlId=c51d5bdf7da3f733f5f7fec9903f7fae1772682567516&jid=c51d5bdf7da3f733f5f7fec9903f7fae1772682567257V&is_advertise=0&sjid=subsession_1772682570285&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=a5cab9c4a346a5cb603f72c1b76ae0bd$源:ed08
CCTV9 720P,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv9hd/51/01.m3u8?msisdn=c51d5bdf7da3f733f5f7fec9903f7fae&mdspid=&spid=699004&netType=4&sid=5501083624&pid=2028597139&timestamp=20260305114707&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=673168140&ParentNodeID=-99&assertID=5501083624&client_ip=116.140.216.8&SecurityKey=20260305114707&promotionId=&mvid=5102910384&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=6c5d0f7a1822f32e8981d534cbc092d5&sv=10004&ct=android&playUrlSsn=c51d5bdf7da3f733f5f7fec9903f7fae1772682425551&prlId=c51d5bdf7da3f733f5f7fec9903f7fae1772682425565&jid=c51d5bdf7da3f733f5f7fec9903f7fae1772682425283V&is_advertise=0&sjid=subsession_1772682528156&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=7601cbc7a1f7b40fbc4755918ec46454$源:37ad
CCTV9 1080P,http://175.154.151.98:808/hls/10/index.m3u8$源:70ec
CCTV10 720P,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/cctv10hd265/54/20200407/01.m3u8?msisdn=c51d5bdf7da3f733f5f7fec9903f7fae&mdspid=&spid=699004&netType=4&sid=5500212874&pid=2028597139&timestamp=20260305114508&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=624878405&ParentNodeID=-99&assertID=5500212874&client_ip=116.140.217.106&SecurityKey=20260305114508&promotionId=&mvid=5100001696&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=213a1cbca2e973cbe7a379649618345e&sv=10004&ct=android&playUrlSsn=c51d5bdf7da3f733f5f7fec9903f7fae1772682306779&prlId=c51d5bdf7da3f733f5f7fec9903f7fae1772682306780&jid=c51d5bdf7da3f733f5f7fec9903f7fae1772682306530V&is_advertise=0&sjid=subsession_1772682409303&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=00d0c97313325dce2f25bd477882f634$源:4449
CCTV10 1080P,http://175.154.151.98:808/hls/11/index.m3u8$源:7d66
CCTV11 720P,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/cctv11hd265/54/20200407/01.m3u8?msisdn=c51d5bdf7da3f733f5f7fec9903f7fae&mdspid=&spid=699004&netType=4&sid=5500988610&pid=2028597139&timestamp=20260305114251&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=667987558&ParentNodeID=-99&assertID=5500988610&client_ip=116.140.216.25&SecurityKey=20260305114251&promotionId=&mvid=5102751362&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=17aaa0c8ab291fe7e1e510f6463c4988&sv=10004&ct=android&playUrlSsn=c51d5bdf7da3f733f5f7fec9903f7fae1772682169751&prlId=c51d5bdf7da3f733f5f7fec9903f7fae1772682169755&jid=c51d5bdf7da3f733f5f7fec9903f7fae1772682169459V&is_advertise=0&sjid=subsession_1772682276725&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=654aad17cd513bc2a438e546db4b5c5a$源:58d9
CCTV11 1080P,http://175.154.151.98:808/hls/12/index.m3u8$源:9571
CCTV12 720P,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv12hd/51/01.m3u8?msisdn=c51d5bdf7da3f733f5f7fec9903f7fae&mdspid=&spid=699004&netType=4&sid=5501083627&pid=2028597139&timestamp=20260305114052&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=673168185&ParentNodeID=-99&assertID=5501083627&client_ip=116.140.217.54&SecurityKey=20260305114052&promotionId=&mvid=5102910389&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=ca5cfc0fd545fc04f90a9899149b40e5&sv=10004&ct=android&playUrlSsn=c51d5bdf7da3f733f5f7fec9903f7fae1772682050879&prlId=c51d5bdf7da3f733f5f7fec9903f7fae1772682050893&jid=c51d5bdf7da3f733f5f7fec9903f7fae1772682050567V&is_advertise=0&sjid=subsession_1772682154100&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=0dd027fe01e7cd271879567829bf28f8$源:4b60
CCTV12 1080P,http://175.154.151.98:808/hls/13/index.m3u8$源:a1e0
CCTV13 720P,http://hlsztemgsplive.miguvideo.com:8080/envivo_x/2018/SD/cctv13/2000/01.m3u8?msisdn=c51d5bdf7da3f733f5f7fec9903f7fae&mdspid=&spid=699004&netType=4&sid=2202208864&pid=2028597139&timestamp=20260305120226&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=608807423&ParentNodeID=-99&assertID=2202208864&client_ip=125.211.195.20&SecurityKey=20260305120226&promotionId=&mvid=2202208864&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=31d0918a09713283412d1196c58ef8ea&sv=10004&ct=android&playUrlSsn=c51d5bdf7da3f733f5f7fec9903f7fae1772683344308&prlId=c51d5bdf7da3f733f5f7fec9903f7fae1772683344310&jid=c51d5bdf7da3f733f5f7fec9903f7fae1772683343828V&is_advertise=0&sjid=subsession_1772683344782&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=94db1812cd02fedf61e5fcf094791cc4$源:3ec3
CCTV13 1080P,http://pull-hls-f11.douyincdn.com/media/stream-695417071207187116.m3u8?arch_hrchy=w1&exp_hrchy=w1&expire=1773208553&major_anchor_level=common&sign=5e5791d5483cd383acea72b3a02bfd3c&t_id=037-202603041355521C4B9417BEA02331B2FB-H5hoZx$源:f890
CCTV13 1080P,http://pull-hls-f11.douyincdn.com/media/stream-695423553788969644.m3u8?arch_hrchy=w1&exp_hrchy=w1&expire=1773290237&major_anchor_level=common&sign=29a4e767241a91155bcab8d5f2ffd47d&t_id=037-20260305123716DB3DBEA67FE4E1126C8D-4g7vBj$源:89fd
CCTV13 1080P,http://175.154.151.98:808/hls/14/index.m3u8$源:5243
CCTV14 720P,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/cctv14hd265/54/20200407/01.m3u8?msisdn=c51d5bdf7da3f733f5f7fec9903f7fae&mdspid=&spid=699004&netType=4&sid=5500212875&pid=2028597139&timestamp=20260305113850&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=624878440&ParentNodeID=-99&assertID=5500212875&client_ip=116.140.217.187&SecurityKey=20260305113850&promotionId=&mvid=5100001697&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=097e323b1d559e7989d7cbf5a0b657c6&sv=10004&ct=android&playUrlSsn=c51d5bdf7da3f733f5f7fec9903f7fae1772681928761&prlId=c51d5bdf7da3f733f5f7fec9903f7fae1772681928763&jid=c51d5bdf7da3f733f5f7fec9903f7fae1772681928478V&is_advertise=0&sjid=subsession_1772682033389&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=cf625336c1c475cfae57132ebf7cae26$源:7fc5
CCTV14 1080P,http://175.154.151.98:808/hls/15/index.m3u8$源:0f5e
CCTV15 720P,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv15hd/51/01.m3u8?msisdn=c51d5bdf7da3f733f5f7fec9903f7fae&mdspid=&spid=699004&netType=4&sid=5501083628&pid=2028597139&timestamp=20260305113649&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=673168223&ParentNodeID=-99&assertID=5501083628&client_ip=58.53.128.63&SecurityKey=20260305113649&promotionId=&mvid=5102910391&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=a0cdb44bc8e37bfaf3f60b479a32ca7e&sv=10004&ct=android&playUrlSsn=c51d5bdf7da3f733f5f7fec9903f7fae1772681807232&prlId=c51d5bdf7da3f733f5f7fec9903f7fae1772681807245&jid=c51d5bdf7da3f733f5f7fec9903f7fae1772681806987V&is_advertise=0&sjid=subsession_1772681911947&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=95668e87ad238cfd6e5cb06fedd5e2e7$源:86a6
CCTV15 1080P,http://175.154.151.98:808/hls/16/index.m3u8$源:0724
CCTV17 720P,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv17hd/51/01.m3u8?msisdn=c51d5bdf7da3f733f5f7fec9903f7fae&mdspid=&spid=699004&netType=4&sid=5501083631&pid=2028597139&timestamp=20260305113455&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=673168256&ParentNodeID=-99&assertID=5501083631&client_ip=111.172.248.130&SecurityKey=20260305113455&promotionId=&mvid=5102910396&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=a7f54f07a8212b38a6e1a53854ab7f03&sv=10004&ct=android&playUrlSsn=c51d5bdf7da3f733f5f7fec9903f7fae1772681694080&prlId=c51d5bdf7da3f733f5f7fec9903f7fae1772681694081&jid=c51d5bdf7da3f733f5f7fec9903f7fae1772681693856V&is_advertise=0&sjid=subsession_1772681792060&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=4b03a1533121aae9c312af0b2e9d664f$源:9276
CCTV17 1080P,http://175.154.151.98:808/hls/17/index.m3u8$源:453c
卫视,#genre#
黑龙江卫视 1080P,http://175.154.151.98:808/hls/40/index.m3u8$源:f516
陕西卫视 720P,https://hlsbkmgsplive.miguvideo.com/migu/kailu/shan3xiws/51/20220809/01.m3u8?&HlsSubType=&encrypt=$源:eb9c
陕西卫视 1080P,https://hlsbkmgsplive.miguvideo.com/migu/kailu/shan3xiws/57/20220809/01.m3u8?&HlsSubType=&encrypt=$源:d1d5
辽宁卫视 720P,https://hlsbkmgsplive.miguvideo.com/wd_r2/2018/ocn/liaoningwshd/2000/01.m3u8?&HlsSubType=&encrypt=$源:0a1b
辽宁卫视 720P,https://hlsbkmgsplive.miguvideo.com/migu/kailu/lnwshd265/54/20200407/01.m3u8?&HlsSubType=&encrypt=$源:f3c0
辽宁卫视 1080P,https://hlsbkmgsplive.miguvideo.com/migu/kailu/lnwshd265/55/20200407/01.m3u8?&HlsSubType=&encrypt=$源:eee9
辽宁卫视 1080P,https://hlsbkmgsplive.miguvideo.com/wd_r2/ocn/liaoningwshd/3000/01.m3u8?&HlsSubType=&encrypt=$源:8d00
辽宁卫视 1080P,http://175.154.151.98:808/hls/34/index.m3u8$源:afa0
贵州卫视 1080P,http://175.154.151.98:808/hls/43/index.m3u8$源:a064
湖南卫视 720P,https://hlsbkmgsplive.miguvideo.com/wd-hunanhd-1200/01.m3u8?&HlsSubType=&encrypt=$源:bf79
湖南卫视 720P,https://hlsbkmgsplive.miguvideo.com/migu/kailu/hunanhd265/51/20191230/01.m3u8?&HlsSubType=&encrypt=$源:e560
湖南卫视 1080P,https://hlsbkmgsplive.miguvideo.com/wd-hunanhd-2500/01.m3u8?&HlsSubType=&encrypt=$源:85b4
湖南卫视 1080P,http://175.154.151.98:808/hls/29/index.m3u8$源:2ccf
湖北卫视 720P,https://hlsbkmgsplive.miguvideo.com/wd_r2/2018/ocn/hubeiwshd/2000/01.m3u8?&HlsSubType=&encrypt=$源:6466
湖北卫视 1080P,https://hlsbkmgsplive.miguvideo.com/migu/kailu/hbwshd265/55/20200407/01.m3u8?&HlsSubType=&encrypt=$源:6757
湖北卫视 1080P,http://175.154.151.98:808/hls/39/index.m3u8$源:b021
深圳卫视 1080P,http://175.154.151.98:808/hls/35/index.m3u8$源:5a5d
海峡卫视 1080P,https://hlsbkmgsplive.miguvideo.com/migu/kailu/haixiaws/57/20230724/01.m3u8?&HlsSubType=&encrypt=$源:0a4f
海峡卫视 1080P,http://8.138.7.223/tv/hxws.m3u8$源:870a
浙江卫视 720P,https://ali-m-l.cztv.com/channels/lantian/channel001/720p.m3u8$源:0b89
浙江卫视 1080P,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8?$源:d7d4
浙江卫视 1080P,http://ali-m-l.cztv.com:80/channels/lantian/channel001/1080p.m3u8$源:7f2e
浙江卫视 1080P,http://175.154.151.98:808/hls/30/index.m3u8$源:763e
江西卫视 720P,https://hlsbkmgsplive.miguvideo.com/migu/kailu/jxwshd/51/20190820/01.m3u8?&HlsSubType=&encrypt=$源:8d67
江西卫视 1080P,https://hlsbkmgsplive.miguvideo.com/migu/kailu/jxwshd/57/20190820/01.m3u8?&HlsSubType=&encrypt=$源:fd91
江西卫视 1080P,http://175.154.151.98:808/hls/44/index.m3u8$源:8d95
江苏卫视 720P,https://hlsbkmgsplive.miguvideo.com/migu/kailu/jswshd265/54/20200407/01.m3u8?&HlsSubType=&encrypt=$源:cbed
延边卫视 720P,https://srs.iyb983.cn/video/CYS/index.m3u8$源:341b
延边卫视 1080P,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8#$源:563c
康巴卫视 1080P,http://175.154.151.98:808/hls/28/index.m3u8$源:8ddc
广西卫视 1080P,http://175.154.151.98:808/hls/48/index.m3u8$源:6f3a
广东卫视 720P,https://hlsbkmgsplive.miguvideo.com/migu/kailu/gdwshd265/54/20200407/01.m3u8?&HlsSubType=&encrypt=$源:d2e1
广东卫视 720P,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/gdwshd265/54/20200407/01.m3u8?msisdn=c51d5bdf7da3f733f5f7fec9903f7fae&mdspid=&spid=699054&netType=4&sid=2202428795&pid=2028597139&timestamp=20260305123335&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=608831231&ParentNodeID=-99&assertID=2202428795&client_ip=125.211.195.152&SecurityKey=20260305123335&promotionId=&mvid=2202428795&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=394aed04b7a15c043dd6d85bfc4d7aa8&sv=10004&ct=android&playUrlSsn=c51d5bdf7da3f733f5f7fec9903f7fae1772685213817&prlId=c51d5bdf7da3f733f5f7fec9903f7fae1772685213818&jid=c51d5bdf7da3f733f5f7fec9903f7fae1772685213483V&is_advertise=0&sjid=subsession_1772685216505&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=02f011f604272e7497a5719e0b1ab04e$源:9e0f
广东卫视 1080P,https://hlsbkmgsplive.miguvideo.com/migu/kailu/gdwshd265/55/20200407/01.m3u8?&HlsSubType=&encrypt=$源:2e52
广东卫视 1080P,http://175.154.151.98:808/hls/38/index.m3u8$源:8be5
山东卫视 720P,https://hlsbkmgsplive.miguvideo.com/wd-shandonghd-1200/01.m3u8?&HlsSubType=&encrypt=$源:c20d
山东卫视 1080P,https://hlsbkmgsplive.miguvideo.com/wd_r4/yg/shandongwshd/3000/01.m3u8?&HlsSubType=&encrypt=$源:09f1
山东卫视 1080P,http://223.111.150.99:2005/difangtai/shandong.php?id=sdws$源:e62e
山东卫视 1080P,http://120.224.84.170:8085/hls/8/index.m3u8$源:8df1
安徽卫视 1080P,http://175.154.151.98:808/hls/41/index.m3u8$源:d8d9
天津卫视 1080P,http://175.154.151.98:808/hls/36/index.m3u8$源:8cac
吉林卫视 720P,http://stream4.jlntv.cn/jlwshd/sd/live.m3u8$源:1def
吉林卫视 1080P,http://175.154.151.98:808/hls/49/index.m3u8$源:4e83
北京卫视 720P,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/bjws/51/20251127/01.m3u8?msisdn=c51d5bdf7da3f733f5f7fec9903f7fae&mdspid=&spid=600697&netType=4&sid=5910022306&pid=2028597139&timestamp=20260305112725&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=630287636&ParentNodeID=-99&assertID=5910022306&client_ip=61.242.178.147&SecurityKey=20260305112725&promotionId=&mvid=5101042960&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=7d88d8522e384115e4fb36af071282e8&sv=10004&ct=android&playUrlSsn=c51d5bdf7da3f733f5f7fec9903f7fae1772681243610&prlId=c51d5bdf7da3f733f5f7fec9903f7fae1772681243612&jid=c51d5bdf7da3f733f5f7fec9903f7fae1772681243491V&is_advertise=0&sjid=subsession_1772681244081&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=2ce04c6d4a0fe0904a979f8eaf262e22$源:8a04
北京卫视 1080P,http://175.154.151.98:808/hls/33/index.m3u8$源:4f0a
兵团卫视 720P,https://hlsbkmgsplive.miguvideo.com/migu/kailu/btws/51/20250804/01.m3u8?&HlsSubType=&encrypt=$源:5b20
东方卫视 720P,https://hlsbkmgsplive.miguvideo.com/wd_r4/dfl/dongfangwshd/1200/01.m3u8?&HlsSubType=&encrypt=$源:556b
东方卫视 720P,https://hlsbkmgsplive.miguvideo.com/migu/kailu/dongfanghd265/51/20191230/01.m3u8?&HlsSubType=&encrypt=$源:eccb
东方卫视 720P,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/dongfanghd265/51/20191230/01.m3u8?msisdn=c51d5bdf7da3f733f5f7fec9903f7fae&mdspid=&spid=600697&netType=4&sid=5910022185&pid=2028597139&timestamp=20260305113259&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=651632648&ParentNodeID=-99&assertID=5910022185&client_ip=119.96.23.75&SecurityKey=20260305113259&promotionId=&mvid=5100043384&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=27b660c13231450208060fe206ca9aa3&sv=10004&ct=android&playUrlSsn=c51d5bdf7da3f733f5f7fec9903f7fae1772681577340&prlId=c51d5bdf7da3f733f5f7fec9903f7fae1772681577341&jid=c51d5bdf7da3f733f5f7fec9903f7fae1772681577260V&is_advertise=0&sjid=subsession_1772681674763&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=fcfa9b585b27a220503fe6f5423e7568$源:0219
东方卫视 1080P,https://hlsbkmgsplive.miguvideo.com/migu/kailu/dongfanghd265/57/20191230/01.m3u8?&HlsSubType=&encrypt=$源:41b9
东方卫视 1080P,http://175.154.151.98:808/hls/32/index.m3u8$源:9a29
东南卫视 720P,https://hlsbkmgsplive.miguvideo.com/migu/kailu/dongnanws/51/20230724/01.m3u8?&HlsSubType=&encrypt=$源:2f44
